Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,402.500000,425.850006,386.000000,410.600006,400.470184,25050079
2014-02-01,408.500000,423.600006,366.500000,384.299988,374.819000,42510201
2014-03-01,386.000000,401.600006,373.850006,382.799988,373.355988,27810930
2014-04-01,383.700012,410.100006,379.149994,397.450012,387.644623,23448661
2014-05-01,397.450012,425.000000,367.500000,384.549988,375.062836,36170269
2014-06-01,389.000000,445.000000,381.200012,438.000000,427.194244,39710410
2014-07-01,439.000000,463.350006,425.250000,456.500000,445.237793,26215684
2014-08-01,455.000000,517.400024,430.000000,514.200012,501.514282,30315365
2014-09-01,516.299988,639.099976,514.700012,626.799988,614.124695,60134927
2014-10-01,626.799988,673.000000,570.200012,666.549988,653.070862,31542377
2014-11-01,670.000000,671.000000,593.000000,635.150024,622.305847,33966377
2014-12-01,636.849976,667.299988,597.799988,626.400024,613.732727,32937520
2015-01-01,626.500000,711.900024,604.500000,695.750000,681.680359,29556580
2015-02-01,698.000000,706.500000,623.450012,669.849976,656.304077,31765565
2015-03-01,683.549988,752.849976,681.349976,712.450012,698.042664,37380515
2015-04-01,714.000000,746.099976,618.750000,636.000000,623.138672,36939572
2015-05-01,636.000000,695.950012,620.400024,650.450012,637.296387,39476666
2015-06-01,645.500000,672.750000,571.250000,615.400024,602.955261,39078369
2015-07-01,619.000000,724.000000,616.750000,709.049988,694.711365,29702566
2015-08-01,713.799988,745.000000,605.700012,682.150024,668.355347,55935660
2015-09-01,682.000000,688.400024,623.500000,636.049988,624.935059,38471585
2015-10-01,642.900024,704.900024,631.450012,690.450012,678.384460,41566487
2015-11-01,688.950012,688.950012,613.150024,643.650024,632.402344,22360547
2015-12-01,645.500000,661.400024,620.000000,649.750000,638.395630,19495129
2016-01-01,653.200012,658.450012,572.299988,585.099976,574.875366,21609947
2016-02-01,591.900024,606.049988,505.000000,514.150024,505.165283,41564583
2016-03-01,515.000000,549.700012,494.549988,511.950012,503.003723,59126789
2016-04-01,513.799988,544.299988,497.000000,537.000000,527.616028,39446705
2016-05-01,536.950012,547.000000,457.450012,472.649994,464.390503,44420438
2016-06-01,474.700012,506.799988,459.000000,501.000000,492.245056,32521726
2016-07-01,502.000000,535.500000,499.850006,527.400024,518.183777,29463580
2016-08-01,528.799988,587.500000,510.200012,572.950012,562.937744,43040300
2016-09-01,575.000000,617.799988,562.250000,580.049988,569.913635,36395120
2016-10-01,584.700012,603.849976,566.500000,575.150024,567.053040,23000704
2016-11-01,579.450012,579.450012,486.549988,566.599976,558.623352,29840502
2016-12-01,567.000000,589.150024,548.099976,568.799988,560.792358,22727120
2017-01-01,569.750000,593.400024,562.000000,575.349976,567.250122,15186141
2017-02-01,573.000000,621.250000,566.299988,583.700012,575.482666,26912172
2017-03-01,585.700012,605.900024,582.200012,592.950012,584.602417,25299278
2017-04-01,595.299988,603.900024,545.400024,557.450012,549.602173,24986879
2017-05-01,557.450012,572.450012,480.200012,516.349976,509.080719,33086481
2017-06-01,519.700012,558.900024,513.049988,555.599976,547.778259,21484707
2017-07-01,559.000000,579.400024,536.049988,560.099976,552.214844,17977189
2017-08-01,560.099976,594.000000,525.450012,571.900024,565.853943,30715979
2017-09-01,573.000000,600.000000,543.349976,586.099976,579.903748,28470457
2017-10-01,586.099976,635.900024,575.500000,627.599976,620.965088,22793184
2017-11-01,628.250000,663.400024,590.000000,600.900024,594.547363,43614259
2017-12-01,604.500000,623.750000,571.650024,608.500000,602.066956,25217640
2018-01-01,608.000000,631.000000,590.000000,592.150024,585.889832,24662963
2018-02-01,591.900024,635.000000,554.200012,589.650024,583.416260,36259850
2018-03-01,593.900024,593.900024,522.900024,545.450012,539.683533,36097300
2018-04-01,548.000000,609.000000,545.900024,607.400024,600.978638,45765524
2018-05-01,607.400024,621.900024,507.200012,524.799988,519.251831,47821869
2018-06-01,526.950012,622.750000,517.150024,616.650024,610.130859,71219407
2018-07-01,620.000000,648.000000,602.150024,641.349976,634.569641,48579471
2018-08-01,641.000000,677.500000,614.500000,662.150024,655.149841,63765377
2018-09-01,665.500000,678.450012,637.200012,654.049988,650.276611,45547571
2018-10-01,653.049988,663.950012,598.650024,629.250000,625.619690,40656561
2018-11-01,630.000000,631.950012,511.750000,540.849976,537.729675,78585265
2018-12-01,542.000000,549.000000,503.000000,519.500000,516.502869,39702003
