Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,1770.000000,1860.000000,1540.400024,1636.250000,1542.979126,28806226
2014-02-01,1620.000000,1733.650024,1573.000000,1589.000000,1498.422607,12496996
2014-03-01,1582.000000,1980.000000,1550.000000,1971.750000,1859.354736,14616854
2014-04-01,1976.000000,2006.849976,1872.000000,1923.000000,1813.383545,7115779
2014-05-01,1923.000000,2505.000000,1866.000000,2271.800049,2142.301025,8360027
2014-06-01,2270.000000,2528.000000,2270.000000,2439.350098,2300.300293,6862964
2014-07-01,2453.800049,2665.000000,2446.600098,2524.050049,2380.172119,8251976
2014-08-01,2510.000000,2824.949951,2509.000000,2784.500000,2625.775879,6389604
2014-09-01,2804.000000,3112.000000,2792.000000,3062.850098,2900.814941,7021816
2014-10-01,3048.000000,3350.000000,2902.000000,3337.250000,3160.698242,6077363
2014-11-01,3330.000000,3396.000000,3248.699951,3346.199951,3169.174316,4402208
2014-12-01,3341.000000,3462.000000,3250.750000,3329.800049,3153.642090,5350862
2015-01-01,3320.250000,3758.500000,3320.250000,3647.350098,3454.392822,8771122
2015-02-01,3647.350098,3725.000000,3360.000000,3604.399902,3413.714844,5422937
2015-03-01,3648.100098,3789.699951,3537.949951,3697.350098,3501.747803,5123634
2015-04-01,3699.949951,3873.000000,3386.100098,3725.850098,3528.739746,8594110
2015-05-01,3725.850098,3840.000000,3520.000000,3785.699951,3585.423584,6067403
2015-06-01,3785.899902,4077.399902,3675.800049,4023.350098,3810.500977,6103049
2015-07-01,4034.899902,4359.000000,3907.000000,4331.450195,4102.301758,7555315
2015-08-01,4380.000000,4692.399902,4062.100098,4167.200195,3946.740967,7183725
2015-09-01,4170.000000,4763.450195,4010.000000,4685.600098,4464.294922,11883676
2015-10-01,4720.000000,4721.899902,4216.500000,4449.000000,4238.869141,17219844
2015-11-01,4470.000000,4790.000000,4425.200195,4555.000000,4339.863770,24491645
2015-12-01,4609.000000,4702.000000,4406.049805,4621.950195,4403.651855,11129376
2016-01-01,4621.000000,4668.000000,3870.000000,4095.850098,3902.399658,15890302
2016-02-01,4100.899902,4119.000000,3193.250000,3236.500000,3083.637207,21176681
2016-03-01,3200.899902,3777.800049,3200.899902,3716.300049,3540.776123,17101559
2016-04-01,3700.449951,3932.750000,3418.500000,3794.649902,3615.425537,22614210
2016-05-01,3799.899902,4180.000000,3751.600098,4161.600098,3965.044434,16442894
2016-06-01,4170.700195,4235.000000,3866.600098,4187.200195,3989.435547,13500622
2016-07-01,4188.600098,4824.000000,4125.000000,4757.600098,4532.894043,13166479
2016-08-01,4798.950195,5103.899902,4772.250000,5053.649902,4814.961914,15033481
2016-09-01,5074.000000,5634.100098,5019.299805,5477.299805,5254.895508,14057489
2016-10-01,5661.000000,5948.000000,5574.600098,5876.149902,5637.550781,9628696
2016-11-01,5919.000000,5974.000000,4765.299805,5266.000000,5052.175293,20804104
2016-12-01,5266.000000,5377.899902,5035.049805,5319.549805,5103.551270,13016816
2017-01-01,5320.049805,5939.000000,5267.799805,5894.250000,5654.915527,10702685
2017-02-01,5900.000000,6233.899902,5842.200195,5922.500000,5682.018555,9241170
2017-03-01,5960.000000,6226.799805,5800.000000,6015.700195,5771.434082,11337637
2017-04-01,6095.000000,6589.799805,6021.000000,6524.850098,6259.911133,9235144
2017-05-01,6524.850098,7248.000000,6524.850098,7211.000000,6918.199219,9660749
2017-06-01,7242.000000,7480.899902,7085.049805,7217.600098,6924.531738,10219606
2017-07-01,7238.899902,7765.000000,6700.000000,7750.049805,7435.361816,8255403
2017-08-01,7759.899902,7920.000000,7380.000000,7700.299805,7387.631348,8657533
2017-09-01,7747.500000,8200.000000,7651.000000,7978.200195,7730.810059,8406387
2017-10-01,7978.200195,8279.000000,7690.000000,8211.250000,7956.633301,8808690
2017-11-01,8251.000000,8696.000000,8080.000000,8599.099609,8332.457031,7574999
2017-12-01,8660.000000,9996.400391,8450.049805,9729.549805,9427.853516,12825209
2018-01-01,9749.000000,9789.000000,9250.000000,9509.700195,9214.821289,12245555
2018-02-01,9545.000000,9563.700195,8601.500000,8850.950195,8576.497070,10882897
2018-03-01,8874.000000,9084.000000,8542.099609,8861.099609,8586.333008,9984215
2018-04-01,8990.000000,9350.000000,8715.099609,8814.950195,8541.613281,9472508
2018-05-01,8814.950195,8998.000000,8255.500000,8537.200195,8272.476563,10176732
2018-06-01,8610.000000,9094.950195,8590.049805,8825.599609,8551.933594,8077955
2018-07-01,8878.000000,9929.000000,8750.000000,9520.549805,9225.334961,10939292
2018-08-01,9535.000000,9587.750000,9012.200195,9096.400391,8814.336914,10756056
2018-09-01,9100.000000,9118.950195,7292.649902,7347.950195,7246.868652,16116408
2018-10-01,7354.000000,7485.000000,6500.000000,6616.399902,6525.381836,21329875
2018-11-01,6648.950195,7727.000000,6600.000000,7661.600098,7556.203613,16273887
2018-12-01,7688.500000,7949.750000,7170.000000,7465.500000,7362.801270,15269254
