Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,96.750000,101.530998,93.459396,100.772003,69.677841,65599097
2014-02-01,100.969002,104.905998,97.523399,104.273003,72.098564,54036456
2014-03-01,104.005997,110.250000,97.593803,105.764000,76.568871,95514568
2014-04-01,105.778000,109.349998,100.293999,104.091003,75.357697,115465842
2014-05-01,104.091003,122.905998,100.293999,106.255997,76.925064,154172621
2014-06-01,106.171997,131.990997,106.058998,130.233002,94.283455,186181227
2014-07-01,130.500000,133.341003,118.167000,122.611000,88.765419,96846851
2014-08-01,121.387001,125.578003,108.900002,124.706001,90.282120,103776194
2014-09-01,125.859001,132.188004,122.245003,126.407997,96.158463,80507866
2014-10-01,127.125000,155.222000,121.317001,148.725006,113.135002,110005003
2014-11-01,150.018997,150.061005,131.906006,137.306000,104.448547,111934742
2014-12-01,136.828003,137.798004,113.976997,125.099998,95.163467,120694960
2015-01-01,124.594002,126.802002,116.043999,118.969002,90.499626,131041622
2015-02-01,119.025002,124.580002,109.969002,114.384003,87.011810,99347447
2015-03-01,116.155998,116.719002,104.667000,109.069000,82.968697,111206845
2015-04-01,109.377998,116.648003,99.379700,101.334000,77.084686,77058549
2015-05-01,101.334000,112.780998,100.504997,109.363998,83.193100,85672314
2015-06-01,109.672997,117.533997,103.837997,110.306000,83.909676,82692405
2015-07-01,110.250000,112.837997,96.496902,99.829697,75.940369,88190554
2015-08-01,99.843803,99.984398,73.139099,83.278099,63.349571,139341930
2015-09-01,83.531197,87.637497,76.500000,85.021896,67.212090,85361818
2015-10-01,85.851601,93.276604,82.125000,86.751602,68.579475,60192892
2015-11-01,87.187500,104.287003,77.667198,102.009003,80.640862,136543423
2015-12-01,102.375000,106.283997,93.824997,105.497002,83.398209,127053292
2016-01-01,105.398003,107.155998,92.559402,103.668999,81.953140,108915791
2016-02-01,103.500000,104.962997,81.646896,85.823402,67.845703,116964313
2016-03-01,86.203102,103.640999,85.415604,100.237999,81.406364,109395934
2016-04-01,99.745300,105.946999,94.190598,101.348000,82.307823,81797239
2016-05-01,101.250000,110.981003,100.279999,104.189003,84.615089,131747144
2016-06-01,104.189003,110.278000,101.699997,108.322998,87.972435,110758388
2016-07-01,109.125000,113.287003,105.342003,107.366997,87.196037,112954908
2016-08-01,107.438004,109.630997,101.883003,107.972000,87.687378,133530806
2016-09-01,107.719002,114.666000,100.616997,105.370003,85.574211,167303080
2016-10-01,104.891998,126.844002,104.498001,121.893997,101.734535,180860844
2016-11-01,121.724998,128.250000,112.780998,119.460999,99.703903,149971692
2016-12-01,119.811996,125.268997,115.495003,123.525002,103.095787,134278912
2017-01-01,123.750000,138.880997,122.061996,131.667007,109.891220,224878119
2017-02-01,132.102997,149.287994,130.386993,145.378006,121.334625,203518087
2017-03-01,145.701996,150.229996,137.494003,141.356003,125.819748,402278675
2017-04-01,141.375000,159.188004,141.375000,158.981003,141.507599,160991148
2017-05-01,158.981003,162.636993,137.061996,155.250000,138.186676,179552997
2017-06-01,155.250000,155.625000,129.994003,135.544006,120.646538,156918692
2017-07-01,135.750000,147.488007,133.311996,141.281006,125.752991,138704154
2017-08-01,141.561996,146.438004,133.406006,141.863007,126.271034,143613262
2017-09-01,142.011993,160.875000,140.738007,157.143997,142.566681,259038076
2017-10-01,157.143997,179.755997,157.143997,174.449997,158.267303,226704672
2017-11-01,175.837006,179.699997,165.393997,175.649994,159.355988,202115814
2017-12-01,176.287994,194.811996,168.488007,187.369003,169.987900,248974965
2018-01-01,188.550003,189.994003,167.662994,179.475006,162.826187,196010890
2018-02-01,179.250000,185.925003,164.643997,171.561996,162.547577,154238336
2018-03-01,171.750000,173.869003,154.550003,164.274994,155.643463,187942260
2018-04-01,165.500000,171.375000,160.250000,162.550003,154.009109,111109024
2018-05-01,162.550003,176.524994,149.375000,175.449997,166.231308,212750084
2018-06-01,174.600006,174.750000,157.774994,170.125000,161.186096,166249968
2018-07-01,170.175003,193.250000,166.324997,187.574997,177.719223,171512718
2018-08-01,188.500000,199.699997,176.850006,186.100006,176.321732,231243938
2018-09-01,187.899994,197.274994,177.074997,189.500000,180.961395,191367740
2018-10-01,190.899994,193.375000,147.625000,187.125000,178.693420,283586462
2018-11-01,187.675003,191.000000,165.100006,171.524994,163.796326,201995340
2018-12-01,170.500000,181.750000,164.000000,180.149994,172.032684,181130128
