Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,303.916992,311.261993,303.182007,310.114990,296.070923,1848910
2014-01-02,310.343994,311.261993,299.785004,301.804993,288.137238,5179221
2014-01-03,301.162994,304.743011,297.536011,302.402008,288.707184,4614700
2014-01-06,301.622009,303.596008,299.096985,302.402008,288.707184,2655040
2014-01-07,303.458008,307.131012,299.785004,304.559998,290.767517,4034794
2014-01-08,305.752991,306.671997,300.886993,305.201996,291.380432,6189758
2014-01-09,305.201996,305.752991,300.473999,302.631989,288.926819,3661693
2014-01-10,300.243988,305.890991,300.243988,303.503998,289.759308,3718073
2014-01-13,302.998993,306.488007,302.127014,303.916992,290.153625,2508217
2014-01-14,303.916992,304.834991,299.325989,301.117004,287.480438,2428999
2014-01-15,302.907013,305.937012,302.264008,304.376007,290.591827,2749196
2014-01-16,305.707001,305.707001,287.894989,289.730988,276.610077,10315245
2014-01-17,290.144012,292.485992,281.191986,285.462006,272.534424,6384646
2014-01-20,285.644989,287.205994,282.018005,283.303986,270.474121,5121738
2014-01-21,285.553009,285.553009,277.886993,279.953003,267.274841,7697825
2014-01-22,280.227997,286.287994,280.227997,284.406006,271.526215,5841484
2014-01-23,283.717010,290.053009,281.329987,288.904999,275.821472,5181340
2014-01-24,287.390015,288.997009,282.569000,287.528015,274.506836,4965104
2014-01-27,282.707001,286.609009,278.988007,281.789001,269.027740,5465565
2014-01-28,281.789001,284.175995,277.428009,280.963013,268.239136,5651813
2014-01-29,284.635010,288.997009,276.325989,277.197998,264.644653,8452743
2014-01-30,277.290009,285.231995,275.545013,283.395996,270.562012,9237359
2014-01-31,284.635010,290.373993,283.808990,289.226013,276.127930,3607706
2014-02-03,287.481995,287.481995,278.942993,280.825012,268.107391,3953886
2014-02-04,278.115997,291.704987,274.949005,290.373993,277.223938,7496297
2014-02-05,290.971008,291.704987,285.920990,288.583008,275.514008,5003473
2014-02-06,288.766998,293.312012,286.931000,289.317993,276.215729,7452668
2014-02-07,288.997009,292.209991,282.294006,289.730988,276.610077,9054604
2014-02-10,289.042999,289.042999,280.320007,281.881012,269.115570,10274366
2014-02-11,280.044006,281.927002,275.085999,279.677002,267.011383,10961977
2014-02-12,280.135986,283.257996,276.968994,282.752991,269.948090,7122489
2014-02-13,282.294006,284.726990,276.463989,278.115997,265.521057,3606262
2014-02-14,279.126007,291.522003,277.290009,280.411987,267.713074,13898967
2014-02-17,285.415985,285.462006,278.208008,279.722992,267.055267,3796478
2014-02-18,281.881012,283.395996,274.949005,277.519012,264.951141,7271774
2014-02-19,277.290009,280.687012,276.692993,277.795013,265.214630,2497986
2014-02-20,279.126007,279.126007,271.919006,272.606995,260.261566,4697678
2014-02-21,273.157990,273.984009,262.691010,264.572998,252.591370,6142436
2014-02-24,266.179993,268.108002,258.834015,259.661011,247.901871,7062038
2014-02-25,260.579010,265.721008,260.579010,263.609009,251.671051,5786636
2014-02-26,263.747009,268.015991,261.773010,264.618988,252.635269,7904231
2014-02-28,266.272003,268.428986,260.119995,264.067993,252.109268,4947049
2014-03-03,266.639008,267.097992,261.773010,263.196014,251.276764,3674911
2014-03-04,264.894012,267.097992,262.460999,263.838989,251.890610,4133785
2014-03-05,266.639008,266.639008,258.834015,259.614990,247.857910,8318558
2014-03-06,260.763000,263.058014,260.303986,262.460999,250.575058,8158596
2014-03-07,264.434998,280.733002,264.022003,277.197998,264.644653,13986688
2014-03-10,277.243988,284.542999,276.279999,280.182007,267.493530,9947539
2014-03-11,281.651001,281.651001,274.351990,278.253998,265.652863,4366626
2014-03-12,280.044006,281.881012,273.709015,275.591003,263.110413,4039672
2014-03-13,276.372009,279.079987,273.617004,276.279999,263.768250,2241908
2014-03-14,276.003998,277.565002,266.592987,270.863007,258.596558,4121625
2014-03-18,273.157990,274.535004,269.669006,270.954010,258.683441,3380613
2014-03-19,272.653015,277.197998,271.414001,275.178009,262.716125,5115509
2014-03-20,274.580994,279.217987,270.863007,271.321991,259.034760,3516603
2014-03-21,274.811005,275.454010,267.695007,268.520996,256.360596,4957119
2014-03-22,null,null,null,null,null,null
2014-03-24,270.863007,273.388000,268.291992,269.898987,257.676178,5221851
2014-03-25,269.944000,272.148010,265.859009,270.725006,258.464813,7508468
2014-03-26,272.239990,274.993988,270.863007,274.122009,261.707977,7742556
2014-03-27,276.830994,289.684998,275.040009,285.278015,272.358734,14058775
2014-03-28,285.553009,293.725006,284.268005,291.429993,278.232147,5557655
2014-03-31,293.358002,300.428009,290.006989,291.751007,278.538574,6412016
2014-04-01,291.980988,295.102997,286.471985,289.548004,276.435364,3104374
2014-04-02,293.816986,301.622009,292.945007,299.187988,285.638794,6578982
2014-04-03,301.804993,301.804993,293.312012,294.459991,281.124878,4791794
2014-04-04,295.377991,295.653015,289.226013,290.328003,277.180084,2454734
2014-04-07,290.328003,293.541992,288.308014,291.476013,278.276093,3632106
2014-04-09,292.118011,294.734985,291.153992,293.908997,280.598877,4194920
2014-04-10,294.734985,298.178009,290.373993,293.588013,280.292450,6874369
2014-04-11,291.980988,297.444000,290.282013,295.882996,282.483459,5551816
2014-04-15,294.368011,303.365997,294.368011,298.638000,285.113708,6907852
2014-04-16,299.325989,302.998993,295.194000,297.213989,283.754181,2569769
2014-04-17,298.407990,300.152008,294.734985,298.912994,285.376251,2729275
2014-04-21,299.325989,308.875000,298.729004,307.406006,293.484680,2288520
2014-04-22,308.507996,310.023010,304.467987,307.819000,293.878937,3929702
2014-04-23,307.819000,313.558014,307.177002,311.079010,296.991302,9938783
2014-04-24,311.079010,311.079010,311.079010,311.079010,296.991302,0
2014-04-25,311.492004,317.230988,309.747009,313.742004,299.533691,5157170
2014-04-28,312.502014,315.347992,307.406006,310.023010,295.983154,2023770
2014-04-29,313.053009,313.649994,303.596008,307.589996,293.660339,4791143
2014-04-30,311.537994,315.485992,296.893005,301.208008,287.567352,6508424
2014-05-02,301.208008,304.421997,295.744995,298.959015,285.420197,4593220
2014-05-05,298.407990,300.795013,292.532013,294.092987,280.774506,2702913
2014-05-06,295.424011,296.571991,287.710999,289.134003,276.040100,3949855
2014-05-07,288.766998,290.144012,280.273987,285.553009,272.621277,6406095
2014-05-08,286.471985,289.502014,281.881012,282.799011,269.992035,3966091
2014-05-09,282.799011,288.123993,282.339996,284.130005,271.262726,4765797
2014-05-12,284.773010,293.541992,284.773010,291.567993,278.363892,3096042
2014-05-13,294.872986,299.096985,288.904999,293.083008,279.810303,5761452
2014-05-14,296.113007,298.407990,294.276001,296.755005,283.315979,2990879
2014-05-15,298.774994,299.325989,292.394012,295.102997,281.738770,3314376
2014-05-16,299.325989,317.690002,299.325989,303.687988,289.934998,15019043
2014-05-19,305.661987,316.128998,305.110992,310.528015,296.465240,5376440
2014-05-20,312.181000,321.270996,310.665985,319.113007,304.661469,8403685
2014-05-21,319.526001,321.316986,308.231995,311.537994,297.429504,3732050
2014-05-22,312.088989,312.640015,303.641998,305.385986,291.556091,4134642
2014-05-23,306.303986,319.526001,306.303986,315.532013,301.242645,7050423
2014-05-26,316.816986,320.489990,308.691986,311.721985,297.605164,6785827
2014-05-27,312.181000,312.181000,305.752991,308.415985,294.448883,4291273
2014-05-28,309.885010,315.852997,306.901001,313.649994,299.445831,5906255
2014-05-29,314.200989,320.307007,308.049011,309.931000,295.895294,7879012
2014-05-30,311.261993,318.515991,311.261993,315.945007,301.636932,4745814
2014-06-02,316.772003,335.135010,313.328003,332.013000,316.977234,6759471
2014-06-03,334.859985,336.191010,326.458008,330.727997,315.750458,6367864
2014-06-04,330.544006,331.645996,321.959015,324.942993,310.227448,6150603
2014-06-05,325.035004,330.544006,321.821991,326.136993,311.367371,8000198
2014-06-06,330.360992,337.109009,322.648010,326.779999,311.981262,7041205
2014-06-09,329.946991,333.757996,324.575989,327.239014,312.419495,9309481
2014-06-10,332.885986,336.511993,327.101013,331.967010,316.933350,9267766
2014-06-11,333.299011,335.135010,321.592010,326.274994,311.499084,5308188
2014-06-12,322.281006,323.795990,311.859009,314.016998,299.796265,6844097
2014-06-13,314.384003,315.394012,302.309998,306.028992,292.169952,6742399
2014-06-16,305.294006,307.957001,301.117004,305.432007,291.600006,5182029
2014-06-17,305.752991,312.364014,305.752991,310.574005,296.509155,4297689
2014-06-18,309.425995,316.679993,308.829010,312.410004,298.262054,6433245
2014-06-19,311.125000,316.588013,308.875000,310.481995,296.421326,4691667
2014-06-20,308.600006,312.042999,306.028992,311.032990,296.947327,3005305
2014-06-23,309.425995,315.532013,309.425995,313.604004,299.401947,4786641
2014-06-24,314.934998,317.139008,311.032990,313.053009,298.875885,3449344
2014-06-25,310.343994,310.987000,304.881012,309.425995,295.413116,6179538
2014-06-26,308.049011,313.098999,307.726990,310.756989,296.683838,4673234
2014-06-27,312.088989,312.088989,302.217987,304.559998,290.767517,6848286
2014-06-30,304.834991,310.343994,304.834991,309.334015,295.325348,5042648
2014-07-01,309.656006,313.786987,307.268005,308.049011,294.098511,2305062
2014-07-02,310.069000,312.088989,308.553986,310.481995,296.421326,3175877
2014-07-03,312.181000,314.200989,308.507996,309.380005,295.369263,4010098
2014-07-04,313.328003,316.954987,309.838989,311.492004,297.385620,4548829
2014-07-07,312.686005,318.515991,311.446014,316.266998,301.944336,6052065
2014-07-08,316.312012,318.928986,310.161011,312.686005,298.525543,4340671
2014-07-09,312.960999,316.588013,310.390015,313.558014,299.358063,2860293
2014-07-10,315.852997,317.230988,302.080994,306.717010,292.826843,6483692
2014-07-11,305.752991,309.334015,303.320007,308.049011,294.098511,4144667
2014-07-14,305.799011,307.589996,299.877014,304.927002,291.117889,3878930
2014-07-15,305.845001,308.095001,302.585999,307.177002,293.265991,2739657
2014-07-16,305.752991,309.885010,302.998993,308.691986,294.712372,4513830
2014-07-17,309.380005,311.997009,308.049011,309.058990,295.062744,1574389
2014-07-18,308.140991,311.308014,306.763000,308.737000,294.755371,2142715
2014-07-21,309.425995,312.181000,306.763000,309.609985,295.588806,1651602
2014-07-22,312.181000,327.605988,312.181000,325.173004,310.447052,10635148
2014-07-23,325.173004,327.514008,321.132996,325.356995,310.622711,5514980
2014-07-24,325.035004,326.871002,322.417999,325.585999,310.841278,2239619
2014-07-25,326.411987,328.615997,322.417999,325.769989,311.016968,3405142
2014-07-28,327.330994,327.790009,322.463989,324.989014,310.271362,3730345
2014-07-30,328.708008,343.674011,328.708008,342.618011,327.101990,12242571
2014-07-31,343.398987,344.501007,339.772003,342.389008,326.883362,9021616
2014-08-01,340.184998,355.427002,339.772003,348.954010,333.151093,9177540
2014-08-04,351.248993,354.967987,342.480988,346.061005,330.389099,7113444
2014-08-05,348.585999,349.091003,342.940002,344.087006,328.504517,3369479
2014-08-06,344.316986,346.520996,335.455994,337.567993,322.280701,5716659
2014-08-07,336.971008,340.597992,333.528015,335.869995,320.659607,7736918
2014-08-08,334.079010,344.638000,331.691986,343.398987,327.847687,5876805
2014-08-11,346.106995,348.907990,341.929993,345.648010,329.994812,4538240
2014-08-12,348.449005,348.449005,338.623993,339.679993,324.297058,3689023
2014-08-13,341.378998,347.071014,335.778015,338.441010,323.114197,4994481
2014-08-14,337.843994,339.679993,333.481995,335.319000,320.133575,3028193
2014-08-18,335.042999,345.694000,333.299011,345.510986,329.864014,2886880
2014-08-19,344.638000,352.764008,344.638000,346.290985,330.608673,5430892
2014-08-20,349.367004,354.371002,342.985992,343.903992,328.329742,4746924
2014-08-21,342.113007,344.316986,338.256989,340.735992,328.582397,2513507
2014-08-22,339.772003,341.929993,334.492004,335.226990,323.269897,3065512
2014-08-25,336.880005,340.092987,335.135010,338.899994,326.811920,2948125
2014-08-26,338.165009,344.959991,335.273010,339.359009,327.254517,2767010
2014-08-27,339.266998,343.031006,335.640015,338.808014,326.723206,3408891
2014-08-28,338.027008,342.664001,338.027008,339.541992,327.431000,4699654
2014-09-01,339.726013,347.071014,339.588013,345.050995,332.743500,3384419
2014-09-02,347.622009,362.221008,345.096985,359.558990,346.734039,6514581
2014-09-03,358.457001,375.442993,358.457001,371.403015,358.155579,13409364
2014-09-04,372.688995,374.571014,365.709991,371.403015,358.155579,6595627
2014-09-05,372.367004,374.341003,363.140015,368.281006,355.144928,2998885
2014-09-08,371.220001,374.157990,368.695007,370.714996,357.492065,3503447
2014-09-09,367.088013,377.325012,366.996002,372.872009,359.572174,3870788
2014-09-10,373.653015,378.105988,370.622986,374.386993,361.033173,5052218
2014-09-11,374.386993,379.895996,369.200012,372.825989,359.527802,7694393
2014-09-12,373.653015,381.595001,372.963989,380.126007,366.567444,4533662
2014-09-15,376.958008,380.584991,374.753998,377.876007,364.397675,3552706
2014-09-16,377.829987,383.385010,375.947998,378.565002,365.062073,4262109
2014-09-17,381.962006,384.074005,378.334991,380.446991,366.876953,4297319
2014-09-18,380.079987,384.717010,377.692993,381.869995,368.249207,3576129
2014-09-19,381.502991,385.635010,375.673004,380.997986,367.408295,3791515
2014-09-22,380.584991,383.890015,375.902008,381.182007,367.585754,2342554
2014-09-23,381.044006,381.182007,372.274994,373.239990,359.927063,2142334
2014-09-24,371.954010,375.075989,362.864014,370.164001,356.960754,3410310
2014-09-25,370.209991,383.799011,366.674988,373.010010,359.705231,6276116
2014-09-26,371.862000,375.304993,368.695007,371.907990,358.642548,3944063
2014-09-29,370.806000,373.606995,366.903992,370.255005,357.048523,2390498
2014-09-30,370.255005,375.489014,368.190002,372.045990,358.775635,4071805
2014-10-01,370.944000,374.066010,368.832001,370.209991,357.005127,4556797
2014-10-07,367.270996,372.367004,367.270996,370.393005,357.181580,5327741
2014-10-08,367.270996,373.239990,364.609009,366.996002,353.905731,6556724
2014-10-09,366.445007,374.571014,366.445007,371.816010,358.553833,3115954
2014-10-10,368.052002,369.108002,358.549011,360.200989,347.353119,2893061
2014-10-13,359.649994,361.348999,348.907990,359.513000,346.689667,4594051
2014-10-14,360.476990,367.546997,360.476990,365.802002,352.754333,2664983
2014-10-15,365.802002,365.802002,365.802002,365.802002,352.754333,0
2014-10-16,365.802002,369.337006,352.671997,356.390991,343.679047,4218835
2014-10-17,358.089996,367.270996,358.089996,363.553009,350.585571,4987229
2014-10-20,367.270996,370.346985,365.756012,368.832001,355.676270,3583382
2014-10-21,370.851990,381.044006,370.669006,377.049988,363.601135,4458417
2014-10-22,380.033997,381.044006,373.881989,375.947998,362.538422,2802250
2014-10-27,377.463013,382.743011,377.416992,380.631012,367.054382,2704937
2014-10-28,381.044006,381.044006,367.408997,374.341003,360.988770,3345569
2014-10-29,377.371002,377.829987,370.300995,371.954010,358.686920,2524645
2014-10-30,372.412994,376.453003,368.602997,374.157990,360.812317,6265077
2014-10-31,378.472992,380.126007,363.690002,366.260986,353.196960,16593407
2014-11-03,368.602997,370.806000,361.303009,363.368988,350.408112,5633485
2014-11-05,366.352997,366.628998,351.248993,353.084991,340.490936,11654991
2014-11-07,354.783997,360.063995,347.989990,358.869995,346.069550,8138117
2014-11-10,359.925995,362.864014,354.325012,359.237000,346.423492,3658345
2014-11-11,360.018005,361.210999,351.615997,353.498993,340.890167,4523282
2014-11-12,352.902008,357.217010,352.121002,355.609985,342.925873,3064704
