Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,402.500000,405.899994,400.799988,401.750000,391.838531,429074
2014-01-02,402.000000,406.350006,391.500000,392.299988,382.621643,734194
2014-01-03,391.549988,394.000000,386.000000,391.750000,382.085266,998001
2014-01-06,393.899994,395.950012,387.649994,391.600006,381.938934,752348
2014-01-07,393.899994,394.899994,389.000000,390.850006,381.207458,955034
2014-01-08,391.100006,405.000000,389.100006,404.200012,394.228058,1768447
2014-01-09,404.000000,407.399994,400.000000,403.100006,393.155243,1161659
2014-01-10,401.200012,406.700012,397.000000,399.100006,389.253906,875765
2014-01-13,396.350006,403.450012,396.350006,402.250000,392.326172,770671
2014-01-14,400.899994,412.250000,400.899994,411.149994,401.006561,1375742
2014-01-15,414.350006,423.899994,414.350006,418.049988,407.736359,2737981
2014-01-16,419.000000,420.950012,412.000000,412.649994,402.469574,1332490
2014-01-17,412.500000,421.950012,412.500000,417.600006,407.297455,1369311
2014-01-20,419.000000,421.700012,416.149994,419.850006,409.491974,825525
2014-01-21,420.250000,424.000000,416.350006,417.399994,407.102417,757294
2014-01-22,417.700012,425.850006,415.299988,422.700012,412.271667,1159013
2014-01-23,422.899994,425.049988,417.399994,419.549988,409.199371,657695
2014-01-24,418.000000,423.000000,413.399994,414.399994,404.176392,994905
2014-01-27,411.500000,418.000000,407.750000,415.000000,404.761627,1305152
2014-01-28,416.299988,420.500000,406.799988,409.250000,399.153473,988099
2014-01-29,411.000000,418.500000,409.500000,414.500000,404.273956,1227506
2014-01-30,410.950012,415.899994,407.950012,413.450012,403.249878,1344614
2014-01-31,415.000000,419.000000,408.549988,410.600006,400.470184,529559
2014-02-03,408.500000,415.750000,408.500000,412.500000,402.323303,883601
2014-02-04,410.700012,417.950012,410.000000,415.149994,404.907928,1076767
2014-02-05,416.899994,416.899994,410.500000,415.149994,404.907928,1340045
2014-02-06,417.500000,420.000000,409.250000,410.049988,399.933746,1533292
2014-02-07,412.850006,418.000000,412.500000,417.049988,406.761017,943897
2014-02-10,419.450012,423.600006,409.700012,414.549988,404.322754,1133469
2014-02-11,415.000000,415.000000,405.200012,412.500000,402.323303,2568431
2014-02-12,414.899994,414.899994,408.000000,412.750000,402.567139,2956000
2014-02-13,390.000000,404.250000,379.000000,380.299988,370.917694,10135980
2014-02-14,384.700012,384.700012,370.000000,373.350006,364.139160,3269119
2014-02-17,373.350006,378.049988,371.149994,374.350006,365.114532,1218421
2014-02-18,374.000000,377.700012,371.250000,371.899994,362.724945,1787070
2014-02-19,373.000000,375.200012,371.000000,373.200012,363.992828,891444
2014-02-20,373.200012,376.600006,370.399994,371.200012,362.042236,1607125
2014-02-21,374.000000,374.000000,367.750000,369.200012,360.091583,2004530
