Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
October-2017,7264.00,7480.00,7107.00,7221.10,30002,5663,219051535.00,14840,49.46,373.00,-42.90
November-2017,7240.80,8000.00,7162.80,7650.00,63311,12683,482785738.00,23405,36.97,837.20,409.20
December-2017,7620.00,8001.00,7620.00,7845.00,54135,7094,424139026.00,31255,57.74,381.00,225.00
January-2018,7880.00,7980.00,7399.00,7464.80,104349,7205,789321739.00,82670,79.22,581.00,-415.20
February-2018,7500.00,7864.55,6887.75,7764.35,199507,14612,1439618814.00,136780,68.56,976.80,264.35
March-2018,7777.00,8235.00,7584.95,8202.15,127222,10333,994784584.00,100144,78.72,650.05,425.15
April-2018,8201.00,9447.50,8167.75,9406.35,98669,12447,863166234.00,70738,71.69,1279.75,1205.35
May-2018,9400.00,9865.00,8900.00,9657.75,79128,12541,745150708.00,33741,42.64,965.00,257.75
June-2018,9669.00,10190.00,9505.50,9808.55,93829,10565,927698864.00,16497,17.58,684.50,139.55
July-2018,9837.80,10599.00,9729.95,10537.20,56625,11664,580453879.00,27025,47.73,869.05,699.40
August-2018,10600.00,11667.95,10208.55,11576.60,196467,21075,2148811061.00,131082,66.72,1459.40,976.60
September-2018,11700.00,11700.00,9211.30,9705.70,118654,24529,1209309667.00,44613,37.60,2488.70,-1994.30
October-2018,9750.00,10145.00,9080.10,10122.10,163286,23509,1562318354.00,95896,58.73,1064.90,372.10
November-2018,10329.00,10800.00,9902.00,10718.95,231827,17000,2422085172.00,182863,78.88,898.00,389.95
December-2018,10809.10,11700.05,10245.95,11107.25,81440,12188,891299071.00,49189,60.40,1454.10,298.15
January-2019,11112.00,11559.90,10666.90,11469.80,125453,20543,1399947971.00,74874,59.68,893.00,357.80
February-2019,11499.00,11777.00,10186.55,10627.00,100543,21116,1086986097.00,37863,37.66,1590.45,-872.00
March-2019,10650.00,11225.00,10028.10,10994.25,94060,19125,987358075.00,39704,42.21,1196.90,344.25
April-2019,11000.00,11229.10,10700.05,10903.20,25521,8311,278796927.00,8016,31.41,529.05,-96.80
May-2019,10900.00,11525.50,10126.45,11486.65,122172,15273,1293910147.00,77405,63.36,1399.05,586.65
June-2019,11500.00,11947.95,11305.00,11920.65,119021,16549,1387364507.00,38188,32.09,642.95,420.65
July-2019,11949.00,12025.65,11270.70,11671.70,45964,9496,533637601.00,27392,59.59,754.95,-277.30
August-2019,11680.00,12946.15,11299.95,12849.95,80690,20392,977164764.00,22774,28.22,1646.20,1169.95
September-2019,12850.00,14300.00,12350.00,13912.50,67237,20718,887523920.00,23003,34.21,1950.00,1062.50
October-2019,13938.95,15150.00,13338.15,14961.40,64059,17304,925469083.00,36138,56.41,1811.85,1022.45
November-2019,14965.00,15078.00,13990.00,14455.95,62895,13429,908495708.00,24070,38.27,1088.00,-509.05
December-2019,14460.00,14994.00,14008.05,14789.95,42194,11145,604149778.00,10312,24.44,985.95,329.95
January-2020,14819.95,15900.00,14120.20,15360.85,66031,18496,987487933.00,43684,66.16,1779.80,540.90
February-2020,15355.00,16547.60,15180.00,16417.80,170826,12674,2788830497.00,22758,13.32,1367.60,1062.80
