"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","7600","0","0","0","1.35","1.35","0","0","0","0","675","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","7700","0","0","0","7.75","0","0","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","7800","0","0","0","9.75","0","0","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","7900","0","0","0","3.35","3.35","0","0","0","0","1500","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","8000","2.9","2.9","1.5","2.1","2","2.1","875","5251.43","1.43","327600","-14250","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","8100","0","0","0","18.4","0","0.05","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","8200","0","0","0","22.4","0","0.05","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","8300","0","0","0","27.1","0","0.05","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","8400","0","0","0","32.55","0","0.1","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","8500","4.25","8.5","4.25","5.55","5.55","5.55","9","57.42",".05","30375","150","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","8600","0","0","0","46.1","0","0.2","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","8700","0","0","0","54.4","0","0.35","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","8800","0","0","0","63.8","0","0.55","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","8900","0","0","0","74.4","0","0.85","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","9000","17.55","19.2","16.1","16.8","16.1","16.8","42","284.06",".56","42300","825","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","9100","0","0","0","99.55","0","2.05","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","9200","0","0","0","33.95","33.95","3.05","0","0","0","300","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","9300","0","0","0","130.65","0","4.45","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","9350","0","0","0","13.25","0","5.35","0","0","0","0","0","10910.1"
"NIFTY","01-Jan-2019","28-Mar-2019","PE","9400","0","0","0","148.6","0","6.4","0","0","0","0","0","10910.1"
