Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI
NIFTY,03-Jan-2018,28-Mar-2018,CE,6700,0,0,0,3761,3761,3842.4,0,0,0,49725,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,6800,0,0,0,2811.5,0,3743.9,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,6900,0,0,0,2718.05,0,3645.35,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,7000,3475.2,3499.05,3420,3426.75,3430,3426.75,48,376.14,124.14,200100,1125
NIFTY,03-Jan-2018,28-Mar-2018,CE,7100,0,0,0,2531.25,0,3448.3,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,7200,0,0,0,2437.95,0,3349.8,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,7300,0,0,0,2344.8,0,3251.3,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,7400,0,0,0,2251.85,0,3152.75,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,7500,0,0,0,2990,2990,3054.25,0,0,0,1125,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,7600,0,0,0,2066.65,0,2955.7,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,7700,0,0,0,1974.65,0,2857.2,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,7800,0,0,0,1883.1,0,2758.7,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,7900,0,0,0,1792.15,0,2660.15,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,8000,2511,2511,2460.45,2460.45,2460.45,2460.45,4,31.5,7.5,74700,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,8100,0,0,0,1612.7,0,2463.1,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,8200,0,0,0,1524.5,0,2364.6,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,8300,0,0,0,2230,2230,2266.1,0,0,0,3150,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,8400,0,0,0,1352.1,0,2167.55,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,8500,1960,1960,1960,1960,1960,1960,3,23.54,4.41,544275,225
NIFTY,03-Jan-2018,28-Mar-2018,CE,8600,0,0,0,1778,1778,1970.5,0,0,0,555450,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,8700,0,0,0,1643,1643,1872,0,0,0,587025,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,8800,0,0,0,1028.9,0,1773.5,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,8900,0,0,0,953.8,0,1675,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,8950,0,0,0,1620.95,0,1625.75,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9000,0,0,0,1500,1500,1576.55,0,0,0,16350,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9050,0,0,0,1571.6,0,1527.35,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9100,0,0,0,812.15,0,1478.15,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9150,0,0,0,1473.4,0,1428.95,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9200,0,0,0,745.2,0,1379.85,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9250,0,0,0,1375.4,0,1330.75,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9300,0,0,0,681.85,0,1281.75,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9350,0,0,0,1277.7,0,1232.85,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9400,0,0,0,621.8,0,1184.05,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9450,0,0,0,1180.5,0,1135.35,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9500,0,0,0,1077.6,1077.6,1086.9,0,0,0,6675,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9550,0,0,0,1084,0,1038.6,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9600,0,0,0,511.75,0,990.6,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9650,0,0,0,988.65,0,942.95,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9700,0,0,0,900,900,895.65,0,0,0,4350,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9750,0,0,0,894.9,0,848.85,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9800,0,0,0,855,855,802.6,0,0,0,3300,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9850,0,0,0,803.2,0,756.95,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9900,0,0,0,660,660,712.05,0,0,0,975,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,9950,0,0,0,714.3,0,668,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10000,630,649.55,620,620,620,620,20,159.66,9.66,165375,1350
NIFTY,03-Jan-2018,28-Mar-2018,CE,10050,0,0,0,628.85,0,582.75,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10100,0,0,0,591.45,591.45,541.75,0,0,0,1200,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10150,0,0,0,547.6,0,502,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10200,0,0,0,500,500,463.6,0,0,0,17475,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10250,0,0,0,471.25,0,427.05,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10300,422.65,422.65,381.9,388,388,388,18,144.32,5.27,33225,75
NIFTY,03-Jan-2018,28-Mar-2018,CE,10350,0,0,0,400.45,0,357.35,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10400,346,346,316.35,318,318,318,27,217.1,6.5,9975,750
NIFTY,03-Jan-2018,28-Mar-2018,CE,10450,0,0,0,335.85,0,294.8,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10500,275,298.4,261,266.45,266,266.45,525,4243.92,109.54,303525,1275
NIFTY,03-Jan-2018,28-Mar-2018,CE,10550,0,0,0,277.85,0,239.35,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10600,218.45,238.65,214.05,215.75,216.75,215.75,29,235.49,4.94,2475,225
NIFTY,03-Jan-2018,28-Mar-2018,CE,10650,0,0,0,226.5,0,191.05,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10700,175,192.3,169.55,172.3,173,172.3,72,587.54,9.74,55725,2400
NIFTY,03-Jan-2018,28-Mar-2018,CE,10750,0,0,0,181.95,0,149.9,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10800,133.85,151.35,130,134.8,133,134.8,557,4571.51,59.81,32775,21675
NIFTY,03-Jan-2018,28-Mar-2018,CE,10850,0,0,0,143.9,0,115.5,0,0,0,0,0
NIFTY,03-Jan-2018,28-Mar-2018,CE,10900,102.3,117.45,98,98.05,98.05,98.05,331,2732.37,26.45,21450,15150
NIFTY,03-Jan-2018,28-Mar-2018,CE,10950,0,0,0,112.05,0,87.45,0,0,0,0,0
