Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Stock Price
NIFTY,01-Jan-2019,28-Mar-2019,PE,13300,0,0,0,1719.55,0,2162.9,0,0,0,0,0,10910.1
NIFTY,01-Jan-2019,28-Mar-2019,PE,13400,0,0,0,1741.3,0,2260.1,0,0,0,0,0,10910.1
NIFTY,01-Jan-2019,28-Mar-2019,PE,13500,2520,2520,2520,2520,2520,2520,1,12.02,1.89,3675,75,10910.1
NIFTY,01-Jan-2019,28-Mar-2019,PE,13600,0,0,0,1799,0,2455.1,0,0,0,0,0,10910.1
NIFTY,01-Jan-2019,28-Mar-2019,PE,13700,0,0,0,1799.15,0,2552.85,0,0,0,0,0,10910.1
NIFTY,01-Jan-2019,28-Mar-2019,PE,13800,0,0,0,1813.35,0,2650.7,0,0,0,0,0,10910.1
NIFTY,01-Jan-2019,28-Mar-2019,PE,13900,0,0,0,1832.05,0,2748.65,0,0,0,0,0,10910.1
NIFTY,01-Jan-2019,28-Mar-2019,PE,14000,3005,3027.7,2919.45,2924.5,2919.45,2924.5,84,1069.35,187.35,471600,225,10910.1
NIFTY,01-Jan-2019,28-Mar-2019,PE,14100,0,0,0,1832.85,0,2944.75,0,0,0,0,0,10910.1
NIFTY,02-Jan-2019,28-Mar-2019,PE,11650,0,0,0,809.6,0,784.65,0,0,0,0,0,10792.5
NIFTY,02-Jan-2019,28-Mar-2019,PE,11700,0,0,0,825,825,823.15,0,0,0,300,0,10792.5
NIFTY,01-Nov-2018,27-Dec-2018,PE,12450,0,0,0,1272.6,0,1939.3,0,0,0,0,0,10380.45
NIFTY,01-Nov-2018,27-Dec-2018,PE,12500,1995,1995,1995,1995,1995,1995,2,21.74,2.99,6825,150,10380.45
NIFTY,01-Nov-2018,27-Dec-2018,PE,12600,0,0,0,1569.25,0,2083.85,0,0,0,0,0,10380.45
NIFTY,01-Nov-2018,27-Dec-2018,PE,12700,0,0,0,1598.5,0,2180.8,0,0,0,0,0,10380.45
NIFTY,01-Nov-2018,27-Dec-2018,PE,12800,0,0,0,1607.65,0,2278.1,0,0,0,0,0,10380.45
NIFTY,01-Nov-2018,27-Dec-2018,PE,12900,0,0,0,1618.75,0,2375.7,0,0,0,0,0,10380.45
