"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","225","0","0","0","0.15","0","0.1","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","390","0","0","0","61.1","0","60.75","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","235","0","0","0","0.35","0","0.2","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","240","0","0","0","0.45","0","0.3","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","245","0","0","0","0.65","0","0.4","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","250","0","0","0","0.9","0","0.55","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","255","0","0","0","1.15","0","0.75","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","260","0","0","0","1.55","0","1.05","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","265","0","0","0","1.95","0","1.4","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","270","0","0","0","2.5","0","1.85","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","275","0","0","0","3.15","0","2.4","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","280","0","0","0","3.95","0","3.05","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","285","0","0","0","4.85","0","3.85","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","290","0","0","0","5.9","0","4.8","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","295","0","0","0","7.1","0","5.9","0","0","0","0","0","326.65"
"WIPRO","01-Jan-2019","28-Mar-2019","PE","300","0","0","0","8.45","0","7.2","0","0","0","0","0","326.65"
